"","track_name","track_id","artist_name","duration_ms","popularity","explicit","album_name","album_id","release_date","playlist_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"368","Good Morning","27eO3EGKIUU7yug1eOxUZu","Kanye West",195093,0,TRUE,"Graduation","3SZr5Pco2oqKFORCP3WNj9",2007-09-11,"pardon me while I elevate",0.577,0.646,0,-5.902,1,0.13,0.0913,4.18e-05,0.17,0.575,169.769,4
"369","The Outsider","5W1UtLcQLQOFZDpDeNn8Gi","Lyn Lapid",180604,59,FALSE,"The Outsider","0ftVjdPzK7QBpUQiBuL798",2022-03-11,"pardon me while I elevate",0.62,0.537,11,-6.462,1,0.0263,0.163,0,0.13,0.41,92.998,4
"370","Love Me Again","0OmrleY9fmNwG5pT1aPouC","RAYE",198973,46,FALSE,"Euphoric Sad Songs","7u2byARDMi8YgqSVhKArYB",2020-11-20,"pardon me while I elevate",0.725,0.511,5,-6.472,1,0.046,0.275,0,0.0762,0.489,110.063,4
"371","WYA","4jLn0A5vbC3Nh7oaL4Cbgc","Carlie Hanson",191428,49,FALSE,"Junk","7DfD1AIvTaHaj1HKTmGkQg",2019-06-06,"pardon me while I elevate",0.591,0.79,1,-4.38,1,0.0403,0.0207,0,0.0527,0.243,160.05,4
"372","I Blame The World","3SrSjUKxAJ6Cq1vpe1mqCZ","Sasha Alex Sloan",197266,56,FALSE,"I Blame The World","7mIYNERWd8SdGObD8GrO2F",2022-04-08,"pardon me while I elevate",0.579,0.783,8,-6.4,1,0.0453,0.00979,0.244,0.116,0.69,165.057,4
"373","Close To Me (with Diplo) (feat. Swae Lee)","5JEx7HbmvHQQswJCsoo9rA","Ellie Goulding",182623,65,TRUE,"Close To Me (feat. Swae Lee)","4bLCVUEB9YWKEeaJm8FfqQ",2018-10-24,"pardon me while I elevate",0.575,0.758,1,-5.029,0,0.0618,0.0954,0,0.394,0.493,144.107,4
"374","Jump (with Trippie Redd)","2OvV4NjEBRE9v8Oo7QeUCq","Julia Michaels",207856,55,TRUE,"Jump (with Trippie Redd)","2CH8od3NBJpsvqTdY3H1HH",2018-05-04,"pardon me while I elevate",0.654,0.547,10,-6.598,1,0.127,0.25,0,0.0961,0.507,173.981,4
"375","Third Wheel","1RF6WXFDCKPnk5HrtzF7Cn","Zoe Wees",166534,61,FALSE,"Third Wheel","2G1VWNuQSHST4RhIduQDZA",2022-07-08,"pardon me while I elevate",0.521,0.891,8,-3.09,1,0.054,0.0242,0,0.133,0.625,154.06,4
"376","Fall Into Me","5jwPoLlVOLcawSpvDpwlty","NGHTMRE",231428,61,FALSE,"Fall Into Me","6PT8LbcXWPCVAk5Ixj2cu9",2022-03-18,"pardon me while I elevate",0.441,0.834,7,-3.029,0,0.0641,0.0721,0,0.114,0.245,139.96,4
"377","After Hours","4eYYIs4VJJmJTfRkKegNq4","charlieonnafriday",157675,54,TRUE,"ONNAFRIDAY","4M4Lm0G81QTEJDvrdGznP3",2022-04-29,"pardon me while I elevate",0.809,0.374,6,-9.914,1,0.0665,0.245,0,0.156,0.251,133.956,4
"378","DEEP END","3AZ0f6YkBQE8qUed8Is6r7","Grey",158922,42,FALSE,"DEEP END","0sm7bE4RGNVzGJo5IjCPfQ",2020-10-09,"pardon me while I elevate",0.661,0.534,1,-8.46,1,0.244,0.33,0,0.151,0.29,152.115,4
"379","Crash","5YLBkEgpKzkPJOu2JZd2Xo","Xuitcasecity",132500,51,FALSE,"Out of Order","6zUXz0zGmfOSnxLSmLl8lP",2020-12-11,"pardon me while I elevate",0.808,0.659,4,-8.357,1,0.148,0.0614,0,0.35,0.774,90.02,4
"380","Competition","6TmA5FkmxRxwsznOmUjY3L","Lilyisthatyou",186462,45,TRUE,"Competition","1REKQVuOhUOMOykEHYUeYK",2022-07-08,"pardon me while I elevate",0.634,0.763,0,-5.472,1,0.0397,0.0195,5.73e-05,0.153,0.537,120.031,4
"381","Headcase","6NJQ69XAEJ4TbTuDWA0gM0","Kailee Morgue",193200,43,TRUE,"Headcase","2wDVgssxE37up35W78SFDM",2019-03-22,"pardon me while I elevate",0.627,0.541,4,-6.56,1,0.0304,0.321,0,0.075,0.346,94.125,4
"382","Water Run Dry","1r7MrNL4fRwFjq5h9u5Zdf","Chelsea Collins",164302,43,TRUE,"Water Run Dry","5AcdXfaw8IFLFXF4Pk5T7f",2020-07-16,"pardon me while I elevate",0.729,0.644,1,-4.863,0,0.0651,0.293,0,0.096,0.391,156.025,4
"383","Talk You Down","5y41zHFubnN6T5TpU8wHOx","Charlotte Lawrence",156684,46,FALSE,"Charlotte","0UkABhrJ1PM3iQ1NxAxDsq",2021-03-05,"pardon me while I elevate",0.418,0.525,1,-9.18,1,0.136,0.0215,0,0.136,0.421,86.875,4
"384","Wedding Day","4FgOFhLOz8kJwWuHE58HVw","SAINt JHN",196302,51,TRUE,"Ghetto Lenny's Love Songs","0ufGvePLRPce9olVIZhRyE",2019-08-23,"pardon me while I elevate",0.646,0.6,0,-5.418,1,0.0821,0.0387,1.49e-06,0.119,0.514,160.106,4
"385","Baby (feat. iann dior)","5PdO1SWLzsnBmPJHVLoPsS","DJ Scheme",156007,43,TRUE,"FAMILY","7CUmEkXzsnL13LU8XQnlbC",2020-12-04,"pardon me while I elevate",0.688,0.523,2,-10.181,0,0.0619,0.228,0,0.14,0.622,79.984,4
"386","Ghost","6I3mqTwhRpn34SLVafSH7G","Justin Bieber",153190,89,FALSE,"Justice","5dGWwsZ9iB2Xc3UKR0gif2",2021-03-19,"pardon me while I elevate",0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4
"387","I Told You","42gwqd35893WOKpyNLRcCL","Haywood",207023,46,FALSE,"I Told You","7D4zYU5Rp03kIE3HMG7fzp",2022-06-03,"pardon me while I elevate",0.607,0.765,10,-7.097,1,0.315,0.474,0,0.217,0.513,109.011,4
"388","Wasted Love","7EgtvRAeOkfB5OeFgfGsWM","John De Sohn",195840,61,FALSE,"Wasted Love","4IfaUVHnNpDIaUiTq688wI",2021-02-05,"pardon me while I elevate",0.592,0.677,10,-8.263,1,0.0353,0.011,6.4e-06,0.0732,0.215,125.042,4
"389","Without Me - ILLENIUM Remix","4bw3ZyWA1ui0Adu285NWDl","Halsey",248906,57,TRUE,"Without Me (ILLENIUM Remix)","2iiNSk2EKg3d3OQQGlj2N3",2018-11-30,"pardon me while I elevate",0.639,0.71,6,-3.358,1,0.0479,0.483,2.22e-06,0.219,0.373,136.004,4
"390","Stuck In My Head [NITE MIX] (feat. AJ Mitchell)","5GSjJUbCCFFYv9lTtEFrMO","Captain Cuts",146943,53,FALSE,"Stuck In My Head [NITE MIX] (feat. AJ Mitchell)","7vsTLh7uyZaoonOmnE0tws",2021-01-22,"pardon me while I elevate",0.683,0.808,3,-5.675,1,0.315,0.0256,0,0.103,0.632,112.313,4
"391","Silence - Illenium Remix","5ip3FCi89E2eDtId6kcJmo","Marshmello",205119,58,FALSE,"Silence (Illenium Remix)","2aNpTl2MMLY0qZoo9iRRHE",2017-10-12,"pardon me while I elevate",0.475,0.801,4,-3.071,1,0.0381,0.0483,0.00178,0.239,0.296,141.92,4
"392","FRIENDS - Justin Caruso Remix","72J8O7kyKTicwoUxuu0eYy","Marshmello",194526,34,TRUE,"FRIENDS (Justin Caruso Remix)","2rNME0Vw6VE0FjRusOjtao",2018-06-21,"pardon me while I elevate",0.686,0.728,9,-4.581,0,0.0743,0.0173,0,0.085,0.733,95,4
"393","Lonely World","3JO4zEi1PJwANcidci6x6e","K-391",195234,55,FALSE,"Lonely World","7hOGIaWTy3dUOmGjbn1tXJ",2022-05-26,"pardon me while I elevate",0.714,0.72,10,-6.699,1,0.034,0.11,0,0.155,0.584,127.972,4
"394","Symphony (feat. Zara Larsson) - Cash Cash Remix","4CqO3ZpI3FGByskguC5Kbo","Clean Bandit",253125,47,FALSE,"Symphony (feat. Zara Larsson) [Cash Cash Remix]","2EpqJSvWJR9O3NVLOx3x9X",2017-05-25,"pardon me while I elevate",0.662,0.938,0,-1.948,0,0.048,0.0541,0.0047,0.153,0.237,127.022,4
"395","Lost","3CmZWHVxFllict97vpuoZS","YSB Tril",164166,35,TRUE,"Lost","4YFRIyGiNm9v2qHo7bOie6",2022-06-08,"pardon me while I elevate",0.56,0.499,6,-5.77,1,0.0905,0.248,0,0.105,0.189,119.268,5
"396","Chasing Tail (Madnap Remix)","6exN5SiAFfOI4DyRPZuUWh","Win and Woo",258000,49,TRUE,"Chasing Tail (Madnap Remix)","7ucaFUhqAnSzPy037wpcZ2",2018-05-11,"pardon me while I elevate",0.574,0.723,0,-4.963,0,0.0384,0.112,1.5e-05,0.119,0.189,79.863,4
"397","In My Head (feat. Travis Barker)","3I3O8aazwBKkXN6RNjY06L","24kGoldn",130117,66,FALSE,"In My Head (feat. Travis Barker)","7CN4YY7AIz6Fh1FYNlRvaS",2022-03-25,"pardon me while I elevate",0.669,0.707,10,-4.607,1,0.0668,0.00311,1.07e-06,0.0784,0.529,159.982,4
"398","Be Ok","5IiCTrv2CVarZaaCAz74yO","Party Favor",186000,49,TRUE,"Layers","6kDQ4uisku1cm591Y1ix3Q",2019-04-26,"pardon me while I elevate",0.587,0.738,1,-4.358,1,0.218,0.0388,9.1e-06,0.0764,0.385,157.85,4
"399","Don't Let Me Down (feat. Daya) - Illenium Remix","15BlympuVSfZFROojEMY2M","The Chainsmokers",218933,63,FALSE,"Don't Let Me Down (Remixes) (feat. Daya)","5yhNY3zM1Vx1oaL3GYTWIZ",2016-05-27,"pardon me while I elevate",0.428,0.656,11,-3.712,1,0.075,0.0751,0.181,0.15,0.355,79.648,4
"400","Cheers To Us","6xVG2PWhFGlMquaE4a3Kpi","Haywood",184094,40,FALSE,"Pressure On My Heart","6WZmNEImJwmXCbQGuvuHj5",2022-07-15,"pardon me while I elevate",0.43,0.592,6,-6.997,1,0.045,0.298,0,0.269,0.456,102.865,4
"401","If I Lose Myself","7hIRQZhDjab4YgqkkkehV9","OneRepublic",241640,59,FALSE,"Native","2bbhW5ifCwOYM8DMkqoYBF",2014-01-01,"pardon me while I elevate",0.482,0.713,2,-6.017,1,0.0487,0.0969,0,0.111,0.263,140.069,4
"402","Sweetest Thing","4BCda1bJa57fTMB2laaOeX","NGHTMRE",208421,54,FALSE,"UNSOUND EP","5OntSYDFZdSm4byHGNiUOj",2022-01-21,"pardon me while I elevate",0.544,0.591,0,-6.757,1,0.0407,0.00711,0,0.109,0.188,151.756,4
"403","This Time Around","7y4beEdjf8LGZ4qXcmQ4Kb","Jaira Burns",178858,37,FALSE,"Burn Slow","1COYJVkWo2wHdz5UehGouY",2018-07-20,"pardon me while I elevate",0.775,0.471,10,-6.781,1,0.0417,0.313,0,0.0558,0.681,95.993,4
"404","Peace","20JGGCzwmvA9t1vs9HYkxE","Alison Wonderland",177600,42,FALSE,"Peace","6zM5YxPEEgJTDKzqEBUcWa",2019-04-04,"pardon me while I elevate",0.362,0.684,2,-5.174,0,0.0854,0.279,1.08e-05,0.165,0.389,85.201,4
"405","You’re The One","5ANdAJpwJoxBz2KE6zBWGn","Big Gigantic",244000,47,FALSE,"Free Your Mind","5X8lYBkuMoxEKMDFVMYZBB",2020-02-28,"pardon me while I elevate",0.418,0.632,9,-3.823,0,0.0309,0.0542,0,0.0746,0.222,174.951,4
"406","Crashing (feat. Bahari)","17Efhyf4A96n0EFXKeB7Ya","ILLENIUM",230000,57,FALSE,"ASCEND","60xcVwuQJAOyu11xf9mObS",2019-08-16,"pardon me while I elevate",0.582,0.681,5,-6.138,1,0.0458,0.342,0,0.186,0.273,95.995,4
"407","Feel Good (feat. Daya)","0Ev562zA4pmUsBqjxsxxdx","Gryffin",248156,66,FALSE,"Feel Good (feat. Daya)","1fP5UnRB0WNWNHSZRHsRCR",2017-03-03,"pardon me while I elevate",0.625,0.707,2,-4.761,1,0.0337,0.22,0,0.213,0.479,138.064,4
"408","Church - Naderi Remix","2CLVDA3sqhE451HFnPtGG1","Alison Wonderland",210000,19,FALSE,"Church (The Remixes)","5z8Dy9yAUdUSZ36yQxTlPC",2018-03-30,"pardon me while I elevate",0.544,0.734,10,-7.235,0,0.0433,0.0576,0.000112,0.111,0.267,94.004,4
"409","Beach Ballin' (feat. blackbear)","3xmsmrufmGULmdWToT78jD","Yung Pinch",204275,53,TRUE,"Back 2 The Beach","5DTP8GQPmmIa0snB8pGESz",2020-01-17,"pardon me while I elevate",0.689,0.586,1,-6.522,0,0.141,0.0643,0,0.12,0.49,160.037,4
"410","Chainsmoker","3V9Lo54ikQCiMQxV0Y5t0W","Marko Penn",147571,54,TRUE,"Dirty Work","5JY1RUZHwwM2PnVLhB6BMO",2017-06-30,"pardon me while I elevate",0.881,0.63,9,-4.611,1,0.0432,0.0872,6.81e-06,0.0981,0.648,77.998,4
"411","All In (feat. Jimmy Levy)","5gLNj5gftjqnYhPScCpsr2","Nitti Gritti",234517,37,FALSE,"All In (feat. Jimmy Levy)","3567kETYKPFpuO3g1A6lhm",2020-04-24,"pardon me while I elevate",0.288,0.754,6,-3.376,0,0.0476,0.0938,0,0.238,0.311,174.095,4
"412","Long Shot - Mount Pleasant Remix","52AWuNH7rgcyRdEM0lQzPz","Transviolet",223589,44,FALSE,"Long Shot (Mount Pleasant Remix)","4L7u6sd4EnYW8KVINHjjOI",2020-01-03,"pardon me while I elevate",0.692,0.756,8,-7.305,1,0.0424,0.485,0.113,0.159,0.233,116.983,4
"413","Love You When You’re Gone","4a5a4NpPcsp8lKLjsGqks2","Daya",184166,57,FALSE,"Love You When You’re Gone","79tNM6qA2pbRsx7fXfXAG2",2022-06-29,"pardon me while I elevate",0.475,0.79,11,-6.469,1,0.0477,0.00587,0.000122,0.188,0.329,167.075,4
"414","Make You Say","1elhmWW7Bv0MOQj2gAsyoV","Zedd",206000,75,FALSE,"Make You Say","650l6jxDJ5c8thTRY42QU2",2022-08-19,"pardon me while I elevate",0.687,0.61,8,-4.713,0,0.0499,0.351,0,0.175,0.649,128.15,4
"415","Dance In Room Song","52sDdbKEy6OQbv36sU2lSD","Sipper",171243,59,FALSE,"Pink Songs","7HrvucSDN0Bsf3vsyROFnr",2021-01-21,"moving on",0.583,0.82,11,-6.774,1,0.0622,0.0293,0.00119,0.608,0.759,90.611,4
"416","Wish I Was Younger","551RN9rptFQ5xp86tTpGFs","Alfie Templeman",127863,47,FALSE,"Happiness in Liquid Form","4hfnS7YAQNDiihGt70E3ei",2020-07-17,"moving on",0.683,0.876,8,-4.027,1,0.0449,0.0448,0.0291,0.145,0.898,139.003,4
"417","IH8EVERY1","41pILuwCEPKC8RLLR9XGT1","Sarah Barrios",167977,44,FALSE,"IH8EVERY1","1Kd1SH6GxOvyEhyH501d3h",2021-05-26,"moving on",0.589,0.839,8,-4.475,1,0.0451,0.00094,0.00121,0.369,0.749,161.079,4
"418","NICE OUT","47k1Ox90yk7EicCAd3QDhc","Kilo Kish",246733,54,FALSE,"NICE OUT","2UevF4zIN6rYNEk9I0l8zJ",2019-11-08,"moving on",0.684,0.914,11,-3.596,0,0.0333,0.00229,0.288,0.299,0.181,108.984,4
"419","Plastic Hearts","6qCsKKS7Ol63SJW3LOIX5R","Miley Cyrus",205733,70,FALSE,"Plastic Hearts","5BRhg6NSEZOj0BR6Iz56fR",2020-11-27,"moving on",0.551,0.756,2,-4.948,1,0.0652,0.0511,0,0.0765,0.618,175.984,4
"420","good 4 u","4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo",178146,88,TRUE,"SOUR","6s84u2TUpR3wdUv4NgKA2j",2021-05-21,"moving on",0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4
"421","fake love don't last (feat. iann dior)","4UHyrGQCHu0Orh2utUxbNY","Machine Gun Kelly",143204,66,FALSE,"mainstream sellout","3sKZHtQoq3tPtkXbT8PJAc",2022-03-25,"moving on",0.659,0.733,8,-4.878,1,0.0577,0.0226,0,0.205,0.763,146.053,4
"422","don't come back","3RhyHYnYxuGnP8njFlNxHq","Tate McRae",152786,73,FALSE,"i used to think i could fly","5fhTetHew6Eph6HfQ9O5gJ",2022-05-27,"moving on",0.707,0.483,1,-7.365,1,0.059,0.106,3.54e-06,0.0356,0.386,87.999,4
"423","u turn me on (but u give me depression)","7MeP128gHh4GyTMoGUiZlt","LØLØ",147535,55,TRUE,"u turn me on (but u give me depression)","7tAEvWFVlVMoPWwyVcwKx8",2022-08-19,"moving on",0.699,0.821,3,-1.912,1,0.0519,0.00964,0,0.107,0.909,118.042,4
"424","Bitch Back (feat. FLETCHER)","2pDWMxjBf4xkIY4nRjVpZC","Olivia O'Brien",143795,70,TRUE,"Bitch Back","5if1VcWOdT94468kyjgN3Z",2022-08-05,"moving on",0.802,0.816,9,-2.78,1,0.147,0.119,0,0.0819,0.67,89.982,4
"425","Someone Else","2ht6nrwWgId7U7Dl2JSx74","Dylan",191053,0,TRUE,"Someone Else","2VGi7CzoyQpRf85qoZ0Ara",2021-09-29,"moving on",0.476,0.859,6,-4.096,1,0.12,0.00312,0,0.0709,0.433,173.769,4
"426","All You Had To Do Was Stay","0dAb8TY433dl3ZfXYCLE19","Taylor Swift",193293,61,FALSE,"1989","2QJmrSgbdM35R67eoGQo4j",2014-10-27,"moving on",0.602,0.736,5,-5.778,1,0.0338,0.00196,4.57e-05,0.105,0.471,96.969,4
"427","House On Fire","2iHsdUnmKGIuc9oRE3DfgJ","Mimi Webb",140803,73,FALSE,"House On Fire","4zZ3DDacL1IvmaozxYEGuL",2022-02-18,"moving on",0.61,0.747,2,-4.543,1,0.109,0.0245,0,0.106,0.439,150.088,4
"428","Congrats","3pJMOvec8R8OKzEmB9PRJD","LANY",217470,64,TRUE,"Congrats","0URAkeg7psYrEr9Qj0KTIL",2022-08-24,"moving on",0.551,0.491,0,-7.354,1,0.0255,0.0405,0,0.105,0.318,84.003,4
"429","Knock You Down","58FUwmyGUqkt53YPUcm7cJ","Keri Hilson",326186,67,FALSE,"In A Perfect World...","4FdIO8yB9bNtcWlRcStXvZ",2009-01-01,"moving on",0.588,0.877,8,-4.78,1,0.16,0.00952,0,0.171,0.645,155.165,4
"430","hate to be you","7wDIcTm9EQiKxH60Z28jRU","Lexi Jayde",182946,29,TRUE,"hate to be you","6EFy6eC5CF3XUUMx2cwwAG",2022-03-10,"moving on",0.638,0.75,4,-4.2,1,0.0267,0.0124,0,0.248,0.539,97.978,4
"431","Slide Away","44ADyYoY5liaRa3EOAl4uf","Miley Cyrus",233654,69,FALSE,"Slide Away","0SHGFAL8WZUvpWb5iLPp6E",2019-08-16,"moving on",0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,4
"432","Like a Boy","358bOvBiZCS9fRzNYosw6c","Ciara",237053,65,FALSE,"The Evolution","0hfJ35SzCkWesdUpLKXLto",NA,"moving on",0.701,0.724,0,-5.751,0,0.145,0.267,0,0.0867,0.425,132.035,4
"433","Cry Me a River","7Lf7oSEVdzZqTA0kEDSlS5","Justin Timberlake",288333,73,FALSE,"Justified","6QPkyl04rXwTGlGlcYaRoW",2002-11-04,"moving on",0.624,0.654,8,-6.582,0,0.183,0.577,0,0.104,0.564,73.898,4
"434","Becky’s So Hot","6ehrvwZ8JHaLahNRpDGlkD","FLETCHER",162760,71,TRUE,"Becky’s So Hot","1hL17hGKMW1UqEAvCX4wpE",2022-07-20,"moving on",0.518,0.729,9,-4.133,0,0.039,0.137,0,0.08,0.271,78.012,4
"435","Ghost","7CHMY5TN1e8oqDnRwwJR61","Ryan Caraveo",185142,66,FALSE,"At Least I Tried","1Coy1QEk9I3Wmag0cg9hX8",2018-02-12,"moving on",0.75,0.637,1,-8.473,1,0.0673,0.303,0.0042,0.0621,0.33,139.983,4
"436","what would you do?","3I1Smy5zhzNEc9grpjwY1s","Tate McRae",166948,68,TRUE,"what would you do?","4sXo7bmCebWfskbUktuQbs",2022-05-13,"moving on",0.8,0.627,11,-5.892,0,0.0633,0.296,0,0.0892,0.693,104.96,4
"437","American Psycho (with Mae Muller feat. Trippie Redd)","32il27dOrLpIru8Evp4Pu7","Marshmello",153195,71,FALSE,"American Psycho (with Mae Muller feat. Trippie Redd)","6iB6SNSkqxjN65t5tBETcp",2022-07-29,"moving on",0.617,0.514,9,-7.099,1,0.0722,0.0154,0,0.118,0.365,81.067,4
"438","gone","4nkfiPq1ozrvgkqoihHZs1","Jessica Baio",191615,46,FALSE,"gone","5AibjoguYimiyh8j0HG18Q",2021-08-20,"moving on",0.726,0.616,3,-7.181,0,0.0741,0.385,0,0.135,0.49,142.929,4
"439","you're not special","6Mc1snn8uClt3FzkUREymB","Maggie Lindemann",166758,60,FALSE,"you're not special","7vvGNS9MRPrzfi0cHbDeQC",2022-07-15,"moving on",0.703,0.533,6,-6.992,1,0.0534,0.0459,1.07e-06,0.599,0.367,76.063,4
"440","Slow Motion","30I7kdtPa1Nmun5I5bns7Q","Charlotte Lawrence",183849,60,FALSE,"Charlotte","0UkABhrJ1PM3iQ1NxAxDsq",2021-03-05,"moving on",0.665,0.61,0,-7.655,0,0.0436,0.423,0,0.127,0.473,127.971,4
"441","Save Myself","3MBdq6U779PbN8WSfsRZAx","Ashe",224460,54,FALSE,"Ashlyn","5eCmZVM5Kspu2B1cyVdSqq",2021-05-07,"moving on",0.547,0.546,9,-9.209,1,0.036,0.384,0,0.317,0.526,146.804,4
"442","moshpit","5LIwaCUAPW3ugjQ5ls3Fxs","renforshort",218709,50,FALSE,"dear amelia","2BFeOSMMljkZs37e4uYLtG",2022-07-08,"moving on",0.706,0.645,0,-6.286,1,0.0292,0.0579,0.0012,0.0828,0.698,93.007,4
"443","F*CK YOU, GOODBYE (feat. Machine Gun Kelly)","0c34ovpXiMWWUbKX0IavIH","The Kid LAROI",144860,50,TRUE,"F*CK LOVE 3+: OVER YOU","576UTio7xgY7YUxrHMzxeI",2021-07-27,"moving on",0.721,0.632,5,-6.695,0,0.0358,0.0693,0,0.291,0.296,92.057,4
"444","Knife Under My Pillow","18IzbU4Iy1ktWsOZOJDiD1","Maggie Lindemann",122998,57,FALSE,"PARANOIA","5CEcwEyL9wMG4TygYNTFgw",2021-01-22,"moving on",0.562,0.876,0,-4.448,1,0.0463,0.00147,0.000678,0.217,0.525,149.971,4
"445","Gucci Knife (feat. MASN)","1nhtP8put1KkwqdrZcA1Gi","Carlie Hanson",151642,35,TRUE,"Gucci Knife (feat. MASN)","0MJRKW8pwyQH16WQlMXiH7",2021-05-21,"moving on",0.68,0.623,11,-6.657,0,0.0464,0.055,0,0.596,0.379,145.002,4
"446","Leave (Get Out)","3DOxMCaNBNvnjSzpHUSjE3","JoJo",242840,66,FALSE,"JoJo","1UIesw6QSRT3VrFN36hwgp",2004-06-22,"moving on",0.697,0.565,5,-6.899,1,0.201,0.161,4.73e-05,0.082,0.457,87.043,4
"447","Sad Song","2ksxz0To79bB3LBBndQVhQ","GRACEY",214102,48,FALSE,"Fragile","4RwVWm4kAzRgEiVzVpxHGG",2021-10-13,"moving on",0.682,0.678,6,-5.531,1,0.049,0.247,8.12e-05,0.0965,0.414,113.06,4
"448","10 Things I Hate About You","1shKa7wLElW8CrbHOJk85M","Leah Kate",157138,27,TRUE,"10 Things I Hate About You","0pIt9H9KU1FyhygpHAOs2l",2022-03-23,"moving on",0.544,0.786,8,-2.97,1,0.0501,0.00991,0,0.169,0.446,153.967,4
"449","Josslyn","37ZKB38iNyKJ0xYEz9SJgk","Olivia O'Brien",189125,65,TRUE,"Josslyn","4H3mlT00kr4bJrY80GOFnx",2020-05-15,"moving on",0.425,0.743,11,-5.54,0,0.148,0.012,0,0.709,0.344,84.748,4
"450","You're Such A","5kofSEc4sxfuss9ukfSw9L","Hailee Steinfeld",216333,0,FALSE,"HAIZ","6p9hXypdyODEkef40K61d1",2016-02-26,"moving on",0.619,0.694,11,-6.279,1,0.172,0.00601,2.05e-06,0.38,0.661,176.018,4
"451","Love Drunk","20X9OeC606XNwEtDBOym5u","Boys Like Girls",226706,64,FALSE,"Love Drunk","7DphDayDRJ1NtRmveflFWD",2009-09-07,"moving on",0.44,0.976,10,-3.17,1,0.141,0.00177,3.39e-06,0.16,0.412,150.005,4
"452","Too Far Gone","0s5ibKUNbISHnrBrx1o2nF","Lost Kings",196953,47,FALSE,"Too Far Gone","4Ow8VDC7PLzir1Glze74dW",2019-06-07,"moving on",0.619,0.833,7,-4.941,1,0.0366,0.0122,0,0.24,0.527,93.01,4
"453","Falling For Boys","5AmTHXOp1sTFkYZBRBQ7zt","Julia Michaels",183720,49,TRUE,"Inner Monologue Part 2","2f4Ejh4Po2rpuXSYa6IDCe",2019-06-28,"moving on",0.646,0.485,0,-6.647,1,0.0829,0.501,0,0.121,0.408,148.13,4
"454","Nevermind","2JKrC6yV9TckvJViTTj3WJ","Simone",189540,42,FALSE,"Nevermind","4hG3kuD8ef0zVUHEsDcP16",2021-10-07,"moving on",0.823,0.583,2,-4.243,1,0.0361,0.36,0,0.0973,0.762,115.941,4
"455","No More Friends (with Oli Sykes of Bring Me The Horizon)","5jbk17nRpXXvzGXPXjm3uW","Olivia O'Brien",193376,54,TRUE,"No More Friends","5T2HtXj1rvReE0gAAMNx53",2021-06-10,"moving on",0.626,0.635,7,-7.845,0,0.163,0.0346,0,0.0953,0.581,149.824,4
"456","Sorry","0lnIJmgcUpEpe4AZACjayW","Beyoncé",232560,67,TRUE,"Lemonade","7dK54iZuOxXFarGhXwEXfF",2016-04-23,"moving on",0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,4
"457","Rehab","5X3ahLXhOw16BR09GjYPUT","Rihanna",294720,68,FALSE,"Good Girl Gone Bad: Reloaded","3JSWZWeTHF4HDGt5Eozdy7",2008-06-02,"moving on",0.583,0.792,1,-5.894,1,0.0533,0.00321,4.92e-05,0.315,0.397,80.055,4
"458","don't come back","6TKz6YZPUT3Et2JHF3Sfmg","renforshort",141441,37,FALSE,"dear amelia","2BFeOSMMljkZs37e4uYLtG",2022-07-08,"moving on",0.434,0.698,0,-5.97,1,0.0418,0.104,0,0.0884,0.454,169.854,4
"459","me & ur ghost","5tiZBnx5IvETA0Pj3gELjn","blackbear",201398,66,TRUE,"everything means nothing","4UxlLk460BnmQlRV3WiORh",2020-08-21,"moving on",0.742,0.679,7,-4.594,1,0.0259,0.0488,0,0.0754,0.856,100.041,4
"460","A Thousand Bad Times","2J0NXdHr6MYvKDSxB7k3V2","Post Malone",221173,66,TRUE,"Hollywood's Bleeding","4g1ZRSobMefqF6nelkgibi",2019-09-06,"moving on",0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159,4
"461","Such A Boy","3oIhthYPSKwAwJLA8JClkV","Astrid S",210680,50,FALSE,"Party's Over","60KRe9g5BKUHGVskhcRhBY",2017-06-30,"moving on",0.668,0.776,6,-5.167,0,0.111,0.0481,2.2e-06,0.0798,0.461,95.003,4
"462","Move Along","2l57cfmCnOkwNX1tky02n1","The All-American Rejects",238880,67,FALSE,"Move Along","3PWEGZ6CYvXRnr0JCECsDe",2005-01-01,"moving on",0.518,0.916,3,-3.858,1,0.0454,0.000148,0,0.291,0.646,109.864,4
"463","Girls In Line for the Bathroom","4jcM7Z6rKqsjEWpSTVfjmm","Carlie Hanson",147381,45,FALSE,"Tough Boy","6qSBgX2I6aDWvAUrKovMMa",2022-02-18,"moving on",0.702,0.733,1,-6.531,1,0.0336,0.0661,0,0.106,0.291,146.935,4
"464","Hot N Cold","1TEjSXPdAakDotj2Wji3PU","Katy Perry",220226,70,FALSE,"One Of The Boys","7rSjuY09uCzvMY4TlFsBD8",2008-06-17,"moving on",0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,4
